trip_id,pickup_datetime,pickup_zone,vehicle_type,passenger_count,trip_distance_km,trip_duration_min,payment_method,fare_amount
TRP102236,2024-05-27 18:21:49,Residential,SUV,2,9.24,45.6,UPI,377.71
TRP106280,2024-04-04 11:18:19,Suburb,SUV,1,1.79,12.3,Cash,204.02
TRP105544,2024-01-27 16:27:46,Mall,Sedan,3,8.21,18.0,UPI,212.96
TRP111227,2024-02-15 19:45:01,Residential,SUV,1,2.86,14.4,UPI,255.98
TRP106634,2024-02-16 17:08:50,Residential,Mini,1,1.52,10.7,Cash,85.91
TRP100033,2024-10-29 19:16:44,Residential,Sedan,2,12.04,45.2,Card,350.63
TRP107771,2025-03-29 09:59:24,Business District,Auto,3,14.09,62.3,Card,247.19
TRP103375,2024-10-02 19:20:36,Suburb,Auto,2,4.74,22.4,UPI,71.88
TRP106637,2024-06-27 09:55:08,Mall,Sedan,1,4.42,17.9,Cash,182.7
TRP108953,2024-09-01 18:37:11,Business District,Mini,1,9.3,36.7,Card,187.51
TRP102519,2024-08-29 15:54:53,Railway Station,Mini,3,2.62,18.3,UPI,82.23
TRP109656,2024-06-12 10:56:56,Mall,Sedan,1,2.66,12.7,Card,142.33
TRP101434,2024-06-23 10:04:02,Residential,Sedan,1,4.39,19.4,UPI,209.22
TRP101006,2025-04-09 05:21:42,Railway Station,Auto,1,4.0,11.3,UPI,97.94
TRP108750,2025-05-04 08:55:11,Residential,Mini,1,6.19,26.9,Cash,163.52
TRP103100,2024-03-12 11:11:12,Business District,Sedan,1,13.72,57.1,UPI,424.31
TRP103070,2024-09-19 16:38:13,Suburb,Mini,4,11.59,22.3,UPI,188.75
TRP103353,2025-06-16 11:25:35,Residential,Auto,2,9.48,31.4,UPI,160.97
TRP107225,2024-11-24 23:54:13,Business District,SUV,1,6.17,16.2,Wallet,395.91
TRP105493,2025-02-24 20:42:57,Business District,Sedan,1,3.11,13.4,Wallet,140.24
TRP101626,2024-11-11 11:36:49,Business District,Auto,6,1.87,10.0,Cash,80.98
TRP109491,2025-05-16 08:45:28,Airport,Sedan,1,2.61,12.0,Cash,179.96
TRP109709,2024-12-01 00:04:47,Business District,Auto,4,3.24,11.9,Card,111.67
TRP102709,2024-02-06 01:40:20,Business District,Mini,1,2.28,9.1,Cash,121.48
TRP106601,2024-08-31 13:10:58,Airport,SUV,1,4.02,11.6,UPI,235.35
TRP105687,2024-07-21 08:17:20,Residential,Sedan,1,3.75,16.9,Card,163.35
TRP104618,2025-06-27 06:36:12,Residential,Sedan,3,3.96,18.6,UPI,165.94
TRP105128,2024-08-04 06:02:20,Business District,Sedan,3,1.65,5.0,Cash,89.16
TRP100900,2024-01-03 09:23:05,Residential,Mini,1,3.42,19.5,Cash,150.7
TRP108349,2025-06-22 06:37:13,Business District,Mini,5,5.88,13.2,Cash,144.71
TRP104714,2025-06-24 01:03:38,Residential,SUV,3,3.87,11.1,Wallet,201.56
TRP111205,2024-02-06 09:50:40,Residential,Sedan,2,7.63,28.7,UPI,286.94
TRP102471,2024-08-14 10:49:49,Railway Station,Sedan,2,4.05,16.2,UPI,183.63
TRP104147,2024-07-31 21:06:41,Residential,Sedan,1,3.78,21.8,UPI,141.74
TRP108929,2025-06-29 12:29:24,Airport,Mini,4,4.11,20.6,UPI,174.54
TRP111389,2024-12-30 04:03:43,Residential,Mini,1,6.31,23.6,UPI,177.4
TRP110799,2025-02-05 21:25:49,Railway Station,Mini,2,11.83,45.1,Wallet,335.07
TRP107607,2024-09-04 07:06:42,Business District,Sedan,2,3.24,15.7,UPI,106.35
TRP101427,2025-05-07 19:04:01,Suburb,Mini,2,2.52,13.6,UPI,99.6
TRP101166,2024-01-12 23:28:38,Residential,Mini,1,3.81,14.6,UPI,145.02
TRP109495,2024-05-15 15:09:36,Residential,Sedan,1,2.07,8.1,UPI,115.39
TRP100092,2025-04-04 13:31:48,Railway Station,Auto,1,2.42,9.2,Wallet,49.95
TRP105580,2024-02-11 00:37:36,Business District,Auto,3,1.96,5.6,UPI,112.81
TRP104580,2025-01-21 16:02:58,Business District,Sedan,3,2.61,6.2,UPI,134.88
TRP103098,2024-05-28 22:49:40,Residential,Sedan,4,4.05,16.9,UPI,145.25
TRP106069,2025-01-26 19:07:28,Railway Station,Auto,1,3.05,15.0,Cash,93.05
TRP104246,2025-05-13 04:42:05,Residential,Sedan,1,17.79,46.9,UPI,447.94
TRP101623,2024-01-10 01:15:42,Residential,Mini,2,7.74,32.8,UPI,203.68
TRP104833,2024-03-15 19:04:31,Residential,Sedan,1,4.58,18.1,Cash,192.89
TRP104105,2025-04-05 02:08:46,Mall,Mini,4,8.11,21.2,Card,285.5
TRP103651,2024-08-11 19:04:39,Suburb,Sedan,1,0.74,5.5,Wallet,84.38
TRP107756,2025-01-26 17:49:34,Residential,Sedan,1,2.92,23.7,Cash,183.36
TRP104081,2025-03-06 00:07:42,Residential,Sedan,5,4.02,18.0,Cash,185.32
TRP109045,2024-01-26 19:49:12,Business District,Mini,3,7.7,37.7,Wallet,224.21
TRP104768,2025-02-20 04:32:30,Suburb,Sedan,3,3.69,12.6,UPI,165.61
TRP101662,2024-04-11 03:28:55,Business District,Sedan,4,3.21,12.5,Card,157.33
TRP108861,2025-02-11 10:00:52,Business District,Mini,1,3.29,18.9,Cash,144.56
TRP107221,2024-12-01 19:16:46,Business District,Auto,1,1.54,9.9,UPI,79.76
TRP110381,2024-03-05 23:07:01,Suburb,SUV,6,3.1,11.7,Cash,221.97
TRP109557,2025-05-19 00:39:27,Airport,SUV,1,2.3,8.5,Card,242.48
TRP107085,2024-06-29 04:38:20,Residential,SUV,6,5.72,16.5,Card,378.89
TRP109539,2024-01-10 04:01:43,Railway Station,Sedan,1,1.77,4.1,Cash,137.42
TRP107919,2024-03-11 16:24:20,Mall,Auto,2,2.74,10.6,Cash,54.11
TRP105684,2024-05-13 23:08:54,Residential,Mini,2,2.69,12.6,UPI,126.79
TRP108500,2024-09-07 02:17:10,Business District,SUV,1,3.22,11.8,UPI,291.88
TRP106161,2024-05-16 08:05:33,Business District,SUV,1,7.27,28.4,UPI,368.38
TRP104962,2024-02-27 17:44:59,Residential,Mini,1,8.22,32.0,Card,207.43
TRP109405,2025-03-20 01:44:07,Railway Station,Sedan,1,3.29,13.9,UPI,154.73
TRP103458,2024-08-04 10:54:01,Suburb,Sedan,3,1.77,10.6,Card,131.82
TRP109957,2024-12-20 23:46:05,Railway Station,Mini,1,2.02,8.1,Cash,135.75
TRP106835,2024-02-05 08:17:58,Suburb,Mini,2,3.39,17.1,UPI,152.16
TRP111481,2024-07-16 16:11:01,Suburb,Sedan,2,3.92,11.8,Card,121.14
TRP105302,2025-03-20 09:33:04,Residential,Mini,3,1.85,8.7,UPI,71.08
TRP110992,2024-05-19 04:13:17,Residential,Sedan,2,3.76,12.4,Wallet,207.4
TRP108373,2024-09-26 07:28:51,Railway Station,Mini,1,3.48,11.7,UPI,99.91
TRP109840,2025-04-25 08:35:26,Airport,Mini,1,2.81,14.8,Card,200.86
TRP102119,2025-02-23 22:13:37,Suburb,SUV,2,2.51,10.6,UPI,230.26
TRP100408,2025-05-25 04:01:01,Suburb,Auto,1,5.95,21.1,Card,174.73
TRP109144,2024-04-14 02:10:57,Residential,Mini,1,1.78,6.8,Cash,161.85
TRP109166,2024-10-03 03:27:23,Residential,SUV,2,1.27,6.6,UPI,175.23
TRP109966,2024-12-11 16:13:03,Business District,Mini,1,4.01,20.7,UPI,116.03
TRP110433,2024-09-27 15:23:05,Residential,Auto,1,2.43,8.8,Card,34.88
TRP101807,2024-02-19 01:16:41,Railway Station,Mini,4,9.16,27.6,UPI,215.12
TRP110134,2024-06-09 16:48:29,Business District,SUV,2,3.46,10.9,Wallet,176.89
TRP110536,2025-04-22 21:10:07,Mall,Mini,1,7.02,34.8,UPI,218.3
TRP109943,2024-08-11 22:08:01,Residential,Mini,2,1.43,6.6,Cash,146.29
TRP107038,2024-11-28 23:24:24,Residential,Sedan,2,6.84,20.3,Wallet,216.81
TRP106693,2025-04-26 20:27:47,Residential,SUV,1,4.55,19.4,Card,281.86
TRP103615,2024-01-29 02:12:40,Railway Station,Sedan,1,6.91,15.6,UPI,257.75
TRP105023,2024-05-18 17:59:12,Airport,Sedan,6,1.48,13.2,Card,207.04
TRP107884,2024-04-07 02:04:50,Residential,SUV,1,4.22,10.4,Wallet,273.33
TRP111340,2024-10-26 19:56:17,Mall,Sedan,1,5.47,22.2,Card,244.81
TRP104525,2024-08-30 06:28:36,Suburb,Sedan,3,6.96,15.3,Wallet,166.51
TRP111627,2024-08-16 16:31:23,Business District,Sedan,1,2.24,12.2,UPI,92.86
TRP107915,2024-07-04 01:41:25,Mall,Mini,1,13.69,34.9,Wallet,278.31
TRP111137,2025-01-09 01:53:50,Business District,Mini,2,6.75,16.6,Wallet,184.54
TRP110672,2024-05-31 07:30:56,Suburb,Sedan,2,1.83,3.0,UPI,65.0
TRP105123,2024-05-15 11:31:03,Mall,SUV,2,4.26,28.4,Card,321.31
TRP110404,2024-01-11 18:23:49,Suburb,Sedan,1,1.48,12.3,Card,144.13
TRP105100,2024-09-29 14:34:06,Railway Station,SUV,0,11.4,28.1,UPI,373.71
TRP111832,2024-06-08 22:11:50,Residential,Mini,2,8.17,24.6,UPI,267.01
TRP105857,2024-10-07 20:30:24,Mall,SUV,1,3.32,14.7,UPI,205.2
TRP107173,2025-03-01 12:42:04,Residential,Sedan,2,2.57,8.1,UPI,111.43
TRP101483,2024-03-02 04:34:12,Residential,Mini,3,3.43,15.9,Card,214.68
TRP109855,2025-04-16 19:41:29,Mall,Sedan,2,7.57,29.0,Wallet,238.58
TRP107819,2025-03-20 04:17:38,Airport,Sedan,2,5.67,20.5,UPI,274.04
TRP101614,2024-02-02 21:13:39,Railway Station,Sedan,4,0.98,10.2,UPI,109.85
TRP111895,2024-05-10 11:25:56,Business District,Sedan,3,2.17,13.3,Cash,116.85
TRP109665,2025-04-28 13:54:12,Suburb,Sedan,1,3.81,11.2,UPI,161.62
TRP106611,2024-04-22 10:08:44,Business District,Mini,1,3.82,15.2,Cash,168.8
TRP110382,2025-04-25 16:10:13,Suburb,Mini,6,3.43,12.2,Card,119.24
TRP100330,2024-10-25 13:18:36,Residential,Sedan,6,3.21,11.4,Card,150.3
TRP111305,2025-01-20 19:25:06,Railway Station,Sedan,2,3.6,21.2,UPI,210.44
TRP101197,2025-06-20 01:35:06,Railway Station,Sedan,2,2.78,13.2,UPI,174.93
TRP103707,2024-09-25 16:21:24,Suburb,Mini,1,1.26,5.7,UPI,57.12
TRP109535,2024-05-21 19:41:04,Mall,Sedan,1,1.24,3.0,UPI,105.12
TRP101732,2025-01-16 22:07:07,Mall,Mini,4,4.23,12.2,Cash,98.0
TRP105211,2025-03-14 20:34:11,Airport,Mini,1,0.63,4.6,UPI,157.86
TRP108384,2025-06-25 13:46:59,Airport,Mini,3,5.0,18.0,UPI,188.01
TRP106427,2025-04-10 10:03:49,Business District,Mini,4,6.96,23.0,Wallet,163.42
TRP100041,2025-02-17 21:58:54,Mall,Auto,5,3.67,17.6,Cash,124.27
TRP102626,2024-01-03 12:31:29,Business District,Sedan,1,5.06,15.8,Cash,154.44
TRP111580,2024-03-03 08:16:20,Business District,Sedan,1,2.13,16.4,UPI,125.48
TRP105519,2025-02-14 02:24:15,Airport,Auto,1,5.64,16.3,Card,178.04
TRP100318,2025-05-27 13:31:38,Railway Station,SUV,1,1.28,7.8,UPI,138.59
TRP102301,2024-11-07 03:30:02,Suburb,SUV,1,8.31,33.5,UPI,334.32
TRP108140,2024-08-17 03:12:22,Business District,Mini,2,4.25,26.8,Cash,212.52
TRP105114,2024-09-10 04:34:59,Residential,Auto,1,1.18,9.8,UPI,79.92
TRP103105,2025-04-14 19:25:45,Residential,Mini,2,2.12,12.9,UPI,123.92
TRP102928,2024-12-22 15:25:35,Residential,SUV,1,7.99,13.5,UPI,273.82
TRP109983,2024-06-22 18:08:03,Business District,Auto,1,0.72,7.9,Wallet,62.79
TRP102420,2025-02-17 19:39:24,Airport,Sedan,1,6.68,32.2,Cash,327.88
TRP107341,2024-01-21 03:59:31,Residential,SUV,2,8.09,22.0,Card,404.21
TRP109029,2024-12-03 00:10:33,Railway Station,Mini,1,3.69,14.8,Cash,136.32
TRP102589,2024-02-08 12:05:55,Residential,Sedan,1,5.83,17.4,Wallet,203.18
TRP108402,2024-01-16 16:12:36,Mall,SUV,1,1.95,7.4,UPI,140.56
TRP108323,2024-12-14 18:15:10,Suburb,Mini,2,2.89,11.4,UPI,118.3
TRP100085,2025-01-17 08:16:26,Railway Station,Mini,2,31.16,136.3,UPI,784.29
TRP106400,2025-05-18 19:34:23,Suburb,Sedan,1,2.51,12.3,UPI,169.34
TRP107159,2025-03-08 10:40:21,Business District,SUV,2,17.61,61.4,UPI,588.0
TRP101035,2025-02-09 12:14:36,Residential,Mini,5,1.72,7.4,UPI,43.43
TRP110489,2024-10-27 07:02:03,Business District,Sedan,1,2.54,10.2,Cash,100.11
TRP104075,2025-06-19 00:40:09,Residential,Auto,1,1.73,8.9,Cash,52.95
TRP109680,2024-08-22 06:36:01,Residential,Sedan,3,3.97,12.1,Wallet,113.89
TRP107508,2024-05-22 20:43:33,Residential,Auto,1,7.5,30.4,UPI,140.03
TRP106301,2024-06-13 05:24:43,Residential,Mini,5,2.9,8.3,UPI,147.4
TRP105860,2024-04-23 08:52:39,Suburb,Auto,1,4.36,16.7,UPI,102.17
TRP109164,2025-02-23 21:47:14,Residential,Sedan,2,3.34,17.4,UPI,182.64
TRP107946,2024-04-20 11:03:07,Mall,Auto,1,3.15,14.8,UPI,91.6
TRP103378,2024-08-03 17:24:52,Airport,SUV,1,1.33,8.1,Card,204.45
TRP111083,2024-11-11 12:23:26,Suburb,Sedan,1,5.64,21.4,Card,192.44
TRP106379,2024-11-27 19:02:03,Mall,Mini,2,2.51,18.6,UPI,95.07
TRP104674,2024-11-05 23:44:17,Business District,Sedan,1,3.32,9.5,UPI,175.21
TRP111106,2024-06-14 07:17:58,Residential,Mini,1,9.51,18.3,UPI,208.12
TRP101844,2024-12-02 17:58:22,Suburb,Sedan,2,3.01,17.0,UPI,198.81
TRP106080,2025-05-19 15:46:12,Business District,Mini,2,4.43,20.8,UPI,146.32
TRP109264,2024-01-29 22:56:10,Railway Station,Mini,4,5.51,25.5,Cash,148.13
TRP109099,2024-09-15 10:26:15,Railway Station,Sedan,1,2.51,13.0,Cash,147.81
TRP109988,2024-09-14 05:56:17,Railway Station,Mini,1,4.03,10.5,UPI,171.13
TRP100898,2024-02-08 07:55:01,Residential,Sedan,2,3.54,9.9,UPI,133.15
TRP102531,2025-05-20 00:26:00,Residential,Mini,5,3.36,8.3,UPI,126.12
TRP101414,2024-11-15 10:03:36,Airport,Sedan,1,2.69,10.8,Cash,211.03
TRP100958,2025-06-14 10:02:46,Suburb,Sedan,1,18.25,50.2,UPI,525.0
TRP103602,2024-12-06 10:57:05,Railway Station,Sedan,2,3.8,24.9,Cash,198.56
TRP101261,2025-05-19 21:17:26,Airport,SUV,1,5.87,26.1,Cash,385.08
TRP100465,2025-06-11 13:30:10,Mall,Sedan,3,4.95,13.9,Cash,159.97
TRP101491,2024-09-24 06:26:03,Residential,Auto,3,2.25,9.8,UPI,39.13
TRP103487,2024-08-29 15:20:15,Airport,SUV,4,5.51,15.9,Wallet,274.38
TRP109643,2024-06-10 04:45:28,Mall,SUV,1,4.03,13.6,Card,267.97
TRP110963,2024-05-22 02:36:31,Railway Station,Sedan,3,2.05,11.0,UPI,168.63
TRP102615,2025-06-25 19:34:02,Railway Station,Mini,2,4.34,19.9,Card,154.66
TRP100868,2024-08-31 19:35:37,Business District,Sedan,1,3.47,13.0,UPI,213.1
TRP108267,2024-10-01 15:54:44,Suburb,Mini,1,3.81,15.2,Card,134.66
TRP108414,2025-02-20 05:31:15,Residential,Auto,4,1.76,7.3,Card,63.59
TRP105028,2025-04-01 19:20:25,Mall,Mini,2,4.65,24.9,UPI,186.45
TRP105024,2024-02-22 19:50:59,Residential,Mini,1,2.8,11.7,UPI,82.47
TRP108869,2024-06-18 00:24:29,Business District,Auto,2,11.88,37.0,UPI,219.14
TRP106037,2024-08-05 13:31:51,Residential,Mini,2,4.54,12.7,UPI,130.48
TRP111647,2025-02-01 17:40:32,Residential,Mini,1,8.81,30.8,Card,208.08
TRP108624,2024-08-30 16:09:22,Suburb,Mini,1,3.04,11.4,Card,85.36
TRP108114,2025-03-12 20:13:22,Railway Station,Sedan,2,3.95,15.8,UPI,204.09
TRP101718,2024-08-13 11:57:49,Railway Station,Sedan,1,6.45,19.3,Cash,267.68
TRP103328,2025-05-15 21:33:06,Residential,Mini,1,1.9,12.4,Card,144.01
TRP111625,2024-05-15 19:02:09,Residential,Sedan,1,10.17,43.4,Card,350.1
TRP104985,2025-05-23 17:32:53,Suburb,Sedan,1,9.44,42.7,Card,303.59
TRP107586,2024-12-22 14:05:32,Residential,Mini,1,16.32,41.5,Cash,278.9
TRP104148,2024-06-28 17:46:16,Airport,Mini,2,5.46,25.2,Cash,254.96
TRP101430,2024-09-13 18:29:40,Residential,Sedan,2,2.51,9.8,UPI,116.43
TRP110957,2024-08-03 19:10:22,Business District,Auto,1,3.73,23.6,UPI,87.51
TRP105761,2024-06-20 18:58:35,Mall,Auto,2,2.23,14.6,Cash,64.24
TRP106957,2024-08-29 09:54:52,Suburb,Auto,2,3.97,20.6,UPI,73.53
TRP107972,2025-06-24 18:45:15,Residential,SUV,1,10.75,42.9,UPI,422.42
TRP107883,2025-03-29 22:19:51,Business District,Auto,1,5.4,14.2,UPI,112.28
TRP106421,2025-06-13 22:09:08,Mall,Mini,1,5.39,16.7,Cash,129.6
TRP101111,2024-05-07 03:17:46,Residential,Auto,1,1.34,5.5,Card,63.57
TRP106830,2024-12-04 12:53:36,Airport,Sedan,1,2.97,12.5,UPI,188.32
TRP101593,2024-01-11 09:25:24,Mall,Sedan,2,2.98,13.4,Cash,163.52
TRP107309,2025-04-30 08:53:25,Business District,Mini,2,2.56,13.3,UPI,97.27
TRP102609,2025-06-13 23:30:58,Suburb,Sedan,2,10.82,23.4,UPI,275.84
TRP109205,2025-05-26 23:15:10,Airport,Sedan,1,12.55,32.6,Cash,391.8
TRP101739,2024-04-21 14:25:23,Mall,Mini,6,4.24,13.1,UPI,89.99
TRP106862,2025-06-21 14:17:42,Business District,Sedan,3,14.36,51.0,UPI,336.63
TRP103755,2024-12-13 17:55:00,Residential,Sedan,1,5.16,,Wallet,215.09
TRP110989,2024-05-04 07:25:24,Mall,Mini,2,4.07,15.2,Card,104.52
TRP105503,2024-02-29 03:52:01,Business District,Auto,2,4.06,12.2,Cash,115.29
TRP102651,2025-06-23 15:46:02,Business District,Mini,4,1.31,8.1,Cash,44.52
TRP111840,2024-06-14 01:54:14,Business District,Sedan,3,4.87,16.6,Cash,1182.0977311831357
TRP102342,2025-02-06 20:05:57,Mall,Sedan,4,2.12,13.7,UPI,122.31
TRP105082,2024-07-04 11:39:08,Mall,Sedan,1,4.37,23.3,UPI,196.95
TRP106792,2024-03-01 03:40:05,Business District,SUV,1,6.49,24.9,Cash,284.57
TRP103752,2024-05-26 22:41:09,Suburb,Mini,5,6.26,16.0,Wallet,233.84
TRP101730,2025-03-01 03:47:15,Residential,Mini,3,4.15,17.6,Card,185.63
TRP103844,2024-09-17 13:39:36,Railway Station,Mini,1,2.76,9.8,UPI,92.75
TRP108810,2025-04-22 18:18:20,Airport,Auto,1,4.08,21.6,Cash,169.26
TRP101697,2024-03-22 13:23:56,Mall,Mini,4,2.92,13.9,Card,121.24
TRP107411,2025-03-21 04:33:32,Business District,SUV,1,3.57,13.6,Cash,204.11
TRP106834,2024-02-01 06:53:52,Suburb,Auto,1,1.32,9.3,Wallet,30.0
TRP106947,2024-08-24 01:19:24,Residential,Mini,2,6.78,15.9,UPI,261.48
TRP101351,2024-08-02 05:36:16,Business District,Sedan,4,1.7,4.7,Card,146.13
TRP109125,2025-06-20 08:30:55,Residential,Auto,1,3.97,21.0,Card,118.28
TRP100543,2024-04-05 08:30:06,Railway Station,Auto,2,3.65,22.9,UPI,119.43
TRP109335,2024-09-02 04:14:04,Residential,Mini,3,2.72,7.2,UPI,114.41
TRP106702,2024-01-22 03:25:15,Mall,Sedan,1,1.74,5.2,UPI,125.81
TRP108955,2025-04-27 18:30:27,Mall,Sedan,2,3.0,30.0,UPI,175.65
TRP103914,2024-02-12 16:09:28,Airport,Sedan,2,1.54,9.1,UPI,134.29
TRP110841,2025-05-18 16:05:54,Business District,Sedan,1,3.58,12.9,UPI,128.16
TRP104993,2025-02-11 16:51:50,Residential,Sedan,2,6.38,20.5,UPI,195.77
TRP110159,2024-07-15 10:42:29,Residential,Sedan,3,8.46,36.9,Cash,331.34
TRP106291,2024-02-06 19:32:54,Residential,Sedan,1,9.38,34.7,Cash,299.29
TRP108521,2025-03-22 01:17:14,Business District,Sedan,1,4.03,13.4,UPI,269.51
TRP107060,2024-01-15 05:49:55,Airport,Sedan,1,2.97,11.3,Cash,198.14
TRP104779,2024-07-06 09:53:06,Residential,Mini,2,4.72,16.6,Card,122.93
TRP102392,2024-04-30 13:20:09,Airport,Sedan,3,6.08,19.3,Cash,245.12
TRP102586,2024-06-24 02:39:23,Railway Station,Sedan,4,8.25,24.0,UPI,264.26
TRP104634,2024-09-27 23:22:03,Suburb,Mini,2,15.79,37.8,UPI,326.57
TRP101839,2024-08-20 03:18:57,Business District,Sedan,1,3.54,11.3,UPI,196.28
TRP100733,2025-02-26 18:42:28,Residential,Mini,3,3.9,23.2,Cash,142.43
TRP107144,2024-06-02 22:28:41,Railway Station,Sedan,2,6.63,30.6,Wallet,247.63
TRP108959,2025-01-23 22:51:21,Railway Station,Sedan,4,10.56,28.0,Cash,274.23
TRP107624,2024-08-23 06:18:56,Residential,Auto,1,5.22,18.9,UPI,94.09
TRP107187,2025-06-28 17:32:20,Business District,Sedan,1,4.4,22.2,UPI,177.09
TRP110220,2025-05-26 01:58:00,Residential,Sedan,2,7.08,19.5,Cash,221.41
TRP102522,2024-08-07 02:10:33,Airport,Sedan,1,4.78,16.0,Card,226.17
TRP106330,2024-02-22 12:29:12,Business District,Mini,2,17.11,34.6,Cash,261.71
TRP105117,2025-03-21 10:47:16,Business District,Mini,2,3.92,18.0,Cash,99.82
TRP109267,2024-02-06 01:27:45,Residential,Sedan,2,8.25,24.3,UPI,268.34
TRP104046,2024-05-15 13:38:52,Residential,Mini,1,3.35,12.3,Cash,79.63
TRP101433,2024-11-02 22:41:07,Residential,Auto,1,3.66,12.0,Cash,59.12
TRP104265,2024-01-25 12:32:37,Airport,Mini,5,10.03,24.8,Cash,271.9
TRP109812,2024-04-28 07:47:53,Business District,Sedan,3,5.52,21.9,Cash,189.11
TRP106076,2024-12-13 00:07:59,Business District,SUV,2,6.79,20.8,Card,287.5
TRP101617,2024-10-03 23:33:48,Airport,Sedan,2,3.94,12.6,Cash,282.69
TRP108360,2024-07-08 12:49:52,Business District,Mini,1,1.2,6.2,Card,53.77
TRP106423,2025-06-16 11:31:59,Residential,Mini,2,0.99,5.0,Cash,59.12
TRP105009,2024-11-22 23:51:20,Airport,Mini,4,7.17,19.2,Card,256.61
TRP102818,2025-01-21 11:35:11,Mall,SUV,0,10.13,45.8,Cash,425.24
TRP105146,2024-10-24 16:21:54,Airport,SUV,1,5.52,15.0,UPI,260.06
TRP104224,2024-09-02 08:49:00,Residential,Mini,1,1.43,9.0,UPI,106.96
TRP111614,2024-10-07 12:19:01,Residential,Sedan,2,2.97,6.6,UPI,96.56
TRP100902,2024-04-29 15:33:17,Railway Station,Mini,1,13.61,33.8,UPI,251.7
TRP107959,2024-01-29 16:06:29,Residential,SUV,1,10.72,33.8,UPI,338.25
TRP110834,2024-07-29 02:20:56,Airport,SUV,1,1.14,5.6,Cash,200.04
TRP104513,2024-07-10 23:44:26,Business District,SUV,1,2.33,8.8,Cash,173.36
TRP100493,2024-11-25 07:06:58,Mall,Mini,6,6.72,15.7,Cash,169.94
TRP104359,2024-09-28 06:20:29,Residential,Mini,2,4.13,11.0,Cash,87.24
TRP103883,2024-03-29 15:31:17,Residential,Sedan,4,2.59,12.5,UPI,66.32
TRP111545,2025-01-12 03:00:14,Business District,Sedan,3,1.15,5.4,UPI,168.56
TRP101562,2024-05-15 16:00:32,Airport,Sedan,2,5.79,14.9,Cash,212.07
TRP101964,2025-02-08 22:07:05,Railway Station,Auto,2,8.71,22.4,UPI,159.38
TRP111025,2024-12-04 22:57:06,Mall,Sedan,6,1.79,6.7,Cash,103.62
TRP109826,2025-02-12 20:37:44,Residential,Mini,4,2.42,12.5,Cash,100.88
TRP102218,2024-04-15 03:42:36,Business District,SUV,1,9.11,23.3,UPI,321.17
TRP100150,2025-04-12 04:42:39,Residential,Mini,1,2.49,8.6,UPI,153.7
TRP106118,2024-11-22 09:18:01,Residential,Auto,2,1.95,10.6,UPI,31.29
TRP103011,2024-01-25 22:01:14,Business District,Sedan,1,2.25,8.0,Cash,108.1
TRP109188,2024-04-09 06:30:34,Airport,Sedan,1,5.07,13.0,UPI,196.84
TRP105045,2024-06-08 07:54:34,Business District,Sedan,3,1.23,3.0,Cash,132.44
TRP110076,2024-03-23 07:21:05,Mall,Mini,1,5.55,21.8,UPI,158.78
TRP110316,2025-05-27 23:32:10,Residential,Mini,4,1.46,8.5,Card,128.58
TRP109551,2025-02-24 23:51:58,Residential,Auto,2,5.96,17.5,UPI,133.96
TRP104509,2024-03-08 02:37:52,Residential,Mini,3,2.92,12.1,Cash,131.03
TRP103746,2025-06-21 20:03:06,Railway Station,Mini,1,1.87,7.4,Wallet,96.12
TRP102651,2025-06-23 15:46:02,Business District,Mini,4,1.31,8.1,Cash,44.52
TRP102422,2025-03-27 07:55:00,Railway Station,SUV,2,2.28,8.5,Wallet,134.38
TRP100708,2024-09-16 20:34:09,Business District,Auto,2,10.72,49.6,UPI,200.86
TRP104122,2025-03-06 15:43:53,Business District,Sedan,1,6.98,15.7,UPI,218.93
TRP102380,2024-09-02 00:09:05,Residential,Auto,1,4.69,17.0,Cash,138.47
TRP110438,2024-02-23 22:12:52,Residential,Mini,1,1.67,9.5,Cash,102.3
TRP111707,2024-12-27 02:01:12,Business District,SUV,3,2.61,8.8,UPI,200.07
TRP104771,2024-05-27 04:04:49,Suburb,Mini,1,2.69,12.9,UPI,133.5
TRP108525,2024-10-06 10:55:14,Suburb,Sedan,2,3.91,16.0,Cash,197.64
TRP106399,2024-06-18 02:21:49,Business District,Sedan,1,3.85,13.7,UPI,176.63
TRP104685,2024-01-05 08:28:46,Residential,Mini,1,1.91,14.9,Cash,62.78
TRP100035,2024-02-04 20:15:40,Mall,Sedan,2,5.65,22.8,UPI,220.52
TRP106725,2024-03-09 12:42:07,Residential,Mini,4,9.79,22.6,UPI,177.9
TRP111272,2024-11-03 05:39:38,Mall,Sedan,1,1.26,4.2,Card,129.65
TRP108289,2025-01-11 23:06:28,Business District,Sedan,2,1.29,6.7,Cash,192.66
TRP105531,2024-02-18 09:48:27,Railway Station,Sedan,3,4.52,20.7,UPI,245.58
TRP109973,2024-09-04 21:03:31,Mall,Mini,1,10.66,38.8,Cash,250.98
TRP111742,2024-03-31 10:14:51,Business District,Mini,2,3.37,17.3,Cash,122.98
TRP110024,2024-06-08 00:42:49,Business District,Sedan,1,8.89,20.7,Cash,391.09
TRP100428,2024-01-14 16:55:39,Residential,SUV,2,4.55,16.7,Card,248.28
TRP111651,2024-10-09 19:34:45,Railway Station,Sedan,2,12.66,76.9,UPI,438.67
TRP103079,2024-08-27 21:31:28,Airport,Mini,6,11.43,50.3,Cash,378.58
TRP107754,2024-08-16 13:09:09,Business District,Auto,3,3.2,10.1,Cash,64.26
